Tiêu đề,Đường trước nhà,Số tầng,Số phòng ngủ,Chỗ để xe,Giá,Diện tích,Kích thước,Ngày đăng,Địa chỉ
NHÀ ĐẸP LÊ QUANG ĐỊNH - 28M2 - 4 TẦNG - CHỈ 4.X TỶ - NƠ TRANG LONG - BÌNH THẠNH .,3m,4.0,3.0,Không,"4,5 tỷ",28 m²,4x7m,08/10/2025,"Đường Lê Quang Định, Phường Bình Thạnh, Hồ Chí Minh"
NHÀ ĐẸP PHAN ĐĂNG LƯU - 44M2 - 2 TẦNG - CHỈ 7.X TỶ - 5' CHỢ BÀ CHIỂU - BÌNH THẠNH .,3m,2.0,3.0,Không,"7,5 tỷ",44 m²,4x11m,08/10/2025,"Đường Phan Đăng Lưu, Phường Gia Định, Hồ Chí Minh"
NHÀ ĐẸP BÙI ĐÌNH TÚY - 66M2 NỞ HẬU - 2 TẦNG - CHỈ 9.X TỶ - XE HƠI ĐỖ CỮA - BÌNH THẠNH .,5m,2.0,4.0,Có,"9,6 tỷ",66 m²,4x15m,08/10/2025,"Đường Bùi Đình Túy, Phường Bình Thạnh, Hồ Chí Minh"
NHÀ ĐẸP BÙI ĐÌNH TÚY - HẺM XE TẢI - 50M2 - 4 TẦNG - NHỈNH 9 TỶ - BÌNH THẠNH .,6m,4.0,4.0,Có,"9,25 tỷ",50 m²,4x14m,08/10/2025,"Đường Bùi Đình Túy, Phường Bình Thạnh, Hồ Chí Minh"
NHÀ ĐẸP NGUYỄN KIỆM - ĐỐI DIỆN BV 175 - 40M2 - 4 TẦNG - CHỈ 7.X TỶ - MẶT TIỀN XE HƠI THÔNG,6m,4.0,4.0,Không,"7,8 tỷ",40 m²,4x10m,08/10/2025,"Đường Nguyễn Kiệm, Phường Hạnh Thông, Hồ Chí Minh"
BÁN NHÀ NGUYỄN THÁI SƠN - 78M2 - 2 TẦNG - CHỈ 6.X TỶ - NGAY CHỢ GÒ VẤP - NGUYỄN VĂN NGHI,3m,1.0,4.0,Không,"6,55 tỷ",78 m²,"5,5x12m",08/10/2025,"Đường Nguyễn Thái Sơn, Phường Hạnh Thông, Hồ Chí Minh"
NHÀ ĐẸP NGUYỄN THÁI SƠN - GẦN CHỢ GÒ VẤP - 4 TẦNG - 30M2 - NHỈNH 5 TỶ - PHAN VĂN TRỊ .,3m,4.0,3.0,Không,"5,05 tỷ",30 m²,3x10m,08/10/2025,"Đường Nguyễn Thái Sơn, Phường An Nhơn, Hồ Chí Minh"
NHÀ ĐẸP ĐINH TIÊN HOÀNG - 34M2 - CHỈ 5.X TỶ - XE HƠI ĐỖ CỬA - BÌNH THẠNH .,5m,4.0,2.0,Không,"5,65 tỷ",34 m²,4x9m,08/10/2025,"Đường Đinh Tiên Hoàng, Phường Gia Định, Hồ Chí Minh"
NHÀ ĐẸP LÊ QUANG ĐỊNH - 26M2 - 2 TẦNG - CHỈ 3.X TỶ - NƠ TRANG LONG - BÌNH THẠNH .,3m,2.0,2.0,Không,"3,75 tỷ",26 m²,"4x6,5m",08/10/2025,"Đường Lê Quang Định, Phường Gia Định, Hồ Chí Minh"
NHÀ ĐẸP TĂNG BẠT HỔ - TT BÌNH THẠNH - 50M2 - 3TẦNG BTCT - NHỈNH 10TỶ - XE HƠI TẬN CỬA.,5m,3.0,3.0,Không,"10,5 tỷ",50 m²,"4,5x11m",08/10/2025,"Đường Tăng Bạt Hổ, Phường Bình Lợi Trung, Hồ Chí Minh"
Bán Tòa Nhà Văn Phòng Ngay Cách Mạng Tháng 8 Q3 -13m*25 -7Tầng - Gía giảm 140Tỷ,20m,7.0,10.0,Không,140 tỷ,325 m²,13x25m,08/10/2025,"Đường Cách Mạng Tháng 8, Phường Xuân Hòa, Hồ Chí Minh"
"Chủ Cần Bán Gấp MT Cách Mạng Tháng 8 Q3 - 6,5*27m - 6Tầng - Gía : 60Tỷ TL",30m,6.0,9.0,Không,60 tỷ,162 m²,"6,5x27m",08/10/2025,"Đường Cách Mạng Tháng 8, Phường Nhiêu Lộc, Hồ Chí Minh"
"Bán Nhà Góc 2 Mặt Tiền Đông Du P.Bến Nghé, Q.1 –Vị Trí Siêu Hiếm - 4,3*25M - 6Tầng",30m,6.0,9.0,Không,140 tỷ,107 m²,"4,3x25m",08/10/2025,"Đường Đông Du, Phường Sài Gòn, Hồ Chí Minh"
Bán Nhà Góc 2MT Đông Du Q1 - 3Tầng - Hđt 130triệu/1 tháng - Gía 80 Tỷ thương lượng,30m,3.0,5.0,Không,80 tỷ,55 m²,4x15m,08/10/2025,"Đường Đông Du, Phường Sài Gòn, Hồ Chí Minh"
Bán Khách Sạn Góc 2MT Đông Du Phường Bến Nghé Q1 - 13m*20m - 2Hầm 10Tầng - Gía 300Tỷ,30m,10.0,43.0,Không,300 tỷ,260 m²,13x20m,08/10/2025,"Đường Đông Du, Phường Sài Gòn, Hồ Chí Minh"
Chủ Cần Bán Gấp Mặt Tiền Phan Đình Phùng - 7 x 28m - Cấp 4 - Hđt 55tr/1thang - Gía 40Tỷ,30m,1.0,4.0,Không,40 tỷ,186 m²,7x28m,08/10/2025,"Đường Phan Đình Phùng, Phường Cầu Kiệu, Hồ Chí Minh"
"Bán Biệt Thự 2 MT Lê Văn Sỹ P1 Tân Bình - 7,5*15M - 3 Tầng - Gía: 22 Tỷ TL",8m,3.0,5.0,Không,22 tỷ,90 m²,"7,5x15m",08/10/2025,"Đường Lê Văn Sỹ, Phường Tân Sơn Hòa, Hồ Chí Minh"
"Tòa Nhà Văn Phòng ngay Nguyễn Văn Trỗi - 5x20 - Hầm 7 lầu - HDT 94tr/ 1T - Giá chi 27,5 TỶ",10m,7.0,11.0,Không,"27,5 tỷ",100 m²,5x20m,08/10/2025,"Đường Nguyễn Văn Trỗi, Phường Tân Sơn Hòa, Hồ Chí Minh"
Bán Gấp Nhà 2 Mặt Tiền Võ Văn Tần P5 Q3- 4*30m - 8Tầng -HĐT 150tr/1 tháng -Gía: 60 Tỷ TL,25m,8.0,9.0,Không,60 tỷ,120 m²,4x30m,08/10/2025,"Đường Võ Văn Tần, Phường Bàn Cờ, Hồ Chí Minh"
Bán Gấp Mặt Tiền Võ Văn Tần P6 Q3 - 5 Tầng Thang Máy - Hđt 70tr - Gía : 40 Tỷ TL,25m,4.0,6.0,Không,40 tỷ,80 m²,4x20m,08/10/2025,"Đường Võ Văn Tần, Phường Xuân Hòa, Hồ Chí Minh"
Tòa Nhà Mặt Tiền Kinh Doanh Hoàng Sa Q3 DT: 4x18m -Hầm 7 Tầng - HDT: 60 Triệu - Gía 25 Tỷ,25m,7.0,12.0,Không,25 tỷ,72 m²,4x18m,08/10/2025,"Đường Hoàng Sa, Phường Xuân Hòa, Hồ Chí Minh"
Khuôn Đất Đẹp Góc 3MT Phường Tân Định Quận 1- 23*18m - 2Tầng - Gía: 100 tỷ giảm còn 90 Tỷ,20m,2.0,4.0,Không,90 tỷ,414 m²,23x18m,08/10/2025,"Đường Hai Bà Trưng, Phường Tân Định, Hồ Chí Minh"
"Chủ Cần Bán Nhà Góc 2MT Phường Tân Định Q1- 22,6 *18m - 2Tầng -Gía: 100 tỷ giảm còn 90 Tỷ",20m,2.0,5.0,Không,90 tỷ,414 m²,"22,6x18m",08/10/2025,"Đường Trần Quang Khải, Phường Tân Định, Hồ Chí Minh"
"Cần Bán Gấp - Mặt tiền Nguyễn Đình Chiểu, P Đakao, Quận 1- Hầm 7 Tầng - Gía 30 Tỷ",25m,7.0,9.0,Không,30 tỷ,68 m²,"4,5x15m",08/10/2025,"Đường Nguyễn Đình Chiểu, Phường Tân Định, Hồ Chí Minh"
Vị trí Siêu Đẹp - MT Kỳ Đồng P9 Q3 - 4*18m - 7 Tầng Thang Máy - Hđt 50tr/1T - Gía: 20 Tỷ,20m,7.0,9.0,Không,20 tỷ,72 m²,4x18m,08/10/2025,"Đường Kỳ Đồng, Phường Nhiêu Lộc, Hồ Chí Minh"
Bán Nhà Góc 2 MT Huỳnh Văn Bánh - 7*18m- 4Tầng - Hđt 79 triệu- Giá 40 Tỷ,25m,4.0,5.0,Không,40 tỷ,105 m²,7x18m,08/10/2025,"Đường Huỳnh Văn Bánh, Phường Phú Nhuận, Hồ Chí Minh"
"Mặt Tiền Lê Quang Định - 9,75*30m - GPXD Hầm 8Tầng- Giá 55Tỷ TL",20m,2.0,5.0,Không,55 tỷ,293 m²,"9,75x30m",08/10/2025,"Đường Lê Quang Định, Phường Bình Lợi Trung, Hồ Chí Minh"
Khuôn Đất Đẹp Ngay Cầu Thị Nghè Gíap Q1 - 12*25m- 2Tầng - Gía : 60Tỷ,25m,2.0,4.0,Không,60 tỷ,300 m²,12x25m,08/10/2025,"Đường Xô Viết Nghệ Tĩnh, Phường Gia Định, Hồ Chí Minh"
Tòa Nhà Góc 2MT Trần Khắc Chân P15 PN- 13*20m- Hầm 8 Tầng- Hđt 400tr/1T- Gía: 110Tỷ,16m,8.0,22.0,Không,110 tỷ,265 m²,13x20m,08/10/2025,"Đường Trần Khắc Chân, Phường Cầu Kiệu, Hồ Chí Minh"
Tòa Nhà Góc 2MT Hoàng Văn Thụ P15 PN- 13*20m- Hầm 8Tầng- Hđt 400tr/1T- Gía: 108Tỷ,16m,8.0,21.0,Không,108 tỷ,265 m²,13x20m,08/10/2025,"Đường Hoàng Văn Thụ, Phường Cầu Kiệu, Hồ Chí Minh"
Góc 2MT - Phan Đăng Lưu Q. Phú Nhuận - DT : NH 23 x 20m - Hầm 5 Tầng - Giá :170 Tỷ,30m,5.0,7.0,Không,170 tỷ,460 m²,20x30m,08/10/2025,"Đường Phan Đăng Lưu, Phường Cầu Kiệu, Hồ Chí Minh"
"Vị trí đẹp - Góc 2 Mặt Tiền Thương Hiệu Phan Đăng Lưu, Phú Nhuận. DT 5.5x18m - 2 Tầng -",25m,2.0,5.0,Không,28 tỷ,99 m²,"5,5x18m",08/10/2025,"Đường Phan Đăng Lưu, Phường Đức Nhuận, Hồ Chí Minh"
"Bán Căn Góc 3 Mặt Tiền Phan Đăng Lưu, Phú Nhuận -5.5 x 16m - GPXD Hầm 7Tầng. Giá : 25,5 Tỷ",30m,1.0,3.0,Không,"25,5 tỷ",88 m²,"5,5x16m",08/10/2025,"Đường Phan Đăng Lưu, Phường Cầu Kiệu, Hồ Chí Minh"
Gấp! Tòa Nhà Khan Hiếm MT Nguyễn Văn Trỗi PN -19 x 22m-Hầm 7Tầng -HĐT 600tr/th -Gía 130Tỷ,16m,7.0,66.0,Không,130 tỷ,392 m²,19x22m,08/10/2025,"Đường Nguyễn Văn Trỗi, Phường Cầu Kiệu, Hồ Chí Minh"
Chủ Cần Bán Gấp Biệt Thự Ngay Phú Nhuận - Hầm 4 Tầng - 2 MT trước sau -Gía : 35Tỷ,10m,4.0,6.0,Không,35 tỷ,150 m²,"7,5x20m",08/10/2025,"Đường Nguyễn Văn Trỗi, Phường Phú Nhuận, Hồ Chí Minh"
Định Cư Cần Bán Gấp Biệt Thự Góc 2 Mặt Tiền Phan Đăng Lưu - 18*10m - 2 Tầng - Gía : 39Tỷ,16m,2.0,4.0,Không,39 tỷ,180 m²,18x10m,08/10/2025,"Đường Phan Đăng Lưu, Phường Bình Lợi Trung, Hồ Chí Minh"
"BÁN NHÀ MẶT TIỀN THƯƠNG HIỆU LÊ VĂN SỸ QUẬN 3- 4,2*20M- 4 TẦNG- GIÁ : 32 TỶ",30m,4.0,6.0,Không,32 tỷ,84 m²,"4,2x20m",08/10/2025,"Đường Lê Văn Sỹ, Phường Nhiêu Lộc, Hồ Chí Minh"
Giảm 5 tỷ! Nhà MT Hoàng Văn Thụ Phú Nhuận - 8mx18m - 5 tầng -. HĐT 125tr/th. Gía 60 Tỷ,30m,5.0,7.0,Không,60 tỷ,144 m²,8x18m,08/10/2025,"Đường Hoàng Văn Thụ, Phường Cầu Kiệu, Hồ Chí Minh"
Bán Nhà 2 Mặt Tiền Hoàng Văn Thụ Ngay Ngã 4 Phú Nhuận - 8*25M - 3Tầng - Gía chỉ 58 tỷ,25m,3.0,5.0,Không,58 tỷ,175 m²,8x25m,08/10/2025,"Đường Hoàng Văn Thụ, Phường Phú Nhuận, Hồ Chí Minh"
"Bán Gấp Tòa Nhà Văn Phòng Mặt Tiền Hoàng Văn Thụ- 6,5*20m - Hầm 7Tầng -Gía: 48Tỷ TL",25m,7.0,9.0,Không,48 tỷ,125 m²,"6,5x20m",08/10/2025,"Đường Hoàng Văn Thụ, Phường Phú Nhuận, Hồ Chí Minh"
Chủ Kẹt Tiền Bán Gấp Nhà MT Hoàng Văn Thụ Phú Nhuận DT 8x18m 4Tầng - Hđt 50tr -Gía :26 Tỷ,25m,4.0,5.0,Không,26 tỷ,122 m²,8x19m,08/10/2025,"Đường Hoàng Văn Thụ, Phường Đức Nhuận, Hồ Chí Minh"
Bán Toà Nhà Góc 2 Mặt Tiền Hoàng Văn Thụ Phú Nhuận - 13 x 22m - Hầm -10Tầng - Giá 110 Tỷ,25m,10.0,30.0,Không,110 tỷ,264 m²,12x22m,08/10/2025,"Đường Hoàng Văn Thụ, Phường Cầu Kiệu, Hồ Chí Minh"
Mặt Tiền Hàm Nghi P Nguyễn Thái Bình Q1 - 4*20m - 5 Tầng - Hđt 4000$/1tháng - Gía: 75 Tỷ,25m,5.0,6.0,Không,75 tỷ,80 m²,4x20m,08/10/2025,"Đường Hàm Nghi, Phường Sài Gòn, Hồ Chí Minh"
Chủ Định Cư cần Bán Khách Sạn Mặt Tiền Hàm Nghi Q1- Hầm 9 Tầng- Hđt 220tr - Gía 98 Tỷ TL,30m,9.0,23.0,Không,98 tỷ,88 m²,4x22m,08/10/2025,"Đường Hàm Nghi, Phường Sài Gòn, Hồ Chí Minh"
"Siêu phẩm dành cho đầu tư MT Phan Đình Phùng P17 PN (6,3x27,8) CN = 175m2 - Gía : 60 Tỷ",30m,2.0,4.0,Không,60 tỷ,175 m²,"6,7x28m",08/10/2025,"Đường Phan Đình Phùng, Phường Cầu Kiệu, Hồ Chí Minh"
"Tòa Nhà Đào Duy Anh P9, Phú Nhuận, 12x13m - 7Tầng - Hđt 110tr/1 tháng - Gía 37 tỷ",16m,7.0,9.0,Không,37 tỷ,121 m²,12x13m,08/10/2025,"Đường Đào Duy Anh, Phường Đức Nhuận, Hồ Chí Minh"
Tòa Nhà Văn Phòng Phường 9 Phú Nhuận - 12x13m - 7Tầng - HĐT 110TR/1T - Gía 37 tỷ,10m,7.0,9.0,Không,37 tỷ,121 m²,12x13m,08/10/2025,"Đường Hoàng Văn Thụ, Phường Đức Nhuận, Hồ Chí Minh"
"Mặt Tiền Nguyễn Văn Trỗi , P.10, Q.Phú Nhuận - 7,5*17m - Hầm 4 Tầng - Gía: 38 Tỷ TL",30m,4.0,7.0,Không,38 tỷ,92 m²,"7,5x16,5m",08/10/2025,"Đường Nguyễn Văn Trỗi, Phường Phú Nhuận, Hồ Chí Minh"
Định Cư Cần Bán Gấp Mặt Tiền Phan Đình Phùng P2 PN - 8*25M - Hđt 120tr/1tháng- Gía 60 Tỷ,30m,3.0,6.0,Không,60 tỷ,200 m²,8x25m,08/10/2025,"Đường Phan Đình Phùng, Phường Cầu Kiệu, Hồ Chí Minh"
"Gấp Bán Toà Nhà Hầm + 5Tầng MT Phan Đăng Lưu, Phú Nhuận (9x33m)~900m2 sàn, HĐT 175tr/th",12m,5.0,8.0,Không,51 tỷ,281 m²,9x33m,08/10/2025,"Đường Phan Đăng Lưu, Phường Cầu Kiệu, Hồ Chí Minh"
"Siêu Khan Hiếm MT Trần Quang Khải. Q1- DT 5,5 x30m NH 9M - HDT 85tr /1T GPXD Hầm 7 Tầng",25m,2.0,5.0,Không,52 tỷ,160 m²,"5,5x30m",08/10/2025,"Đường Trần Quang Khải, Phường Tân Định, Hồ Chí Minh"
Chủ Cần Bán Gấp Nhà Góc 2 MT Trần Quang Khải Q1 - 6*22m 3Tầng- Hđt 150tr/1T Gía: 55Tỷ,25m,3.0,6.0,Không,55 tỷ,132 m²,6x22m,08/10/2025,"Đường Trần Quang Khải, Phường Tân Định, Hồ Chí Minh"
Chủ Thiện Chí Bán Nhà MT Lê Quang Định P14 BT- 14m*35m - Dtcn:330m- Gía 80 Tỷ,20m,1.0,5.0,Không,80 tỷ,330 m²,14x35m,08/10/2025,"Đường Lê Quang Định, Phường Bình Thạnh, Hồ Chí Minh"
Cần Bán Gấp Nhà MT Lê Quang Định P14 BT- 8*40m- 7Tầng - Gía: 65Tỷ,25m,7.0,13.0,Không,65 tỷ,320 m²,8x40m,08/10/2025,"Đường Lê Quang Định, Phường Bình Thạnh, Hồ Chí Minh"
"Bán Nhà Mặt tiền Hai Bà Trưng Q3 - 4,7*20m - 4 Tầng - Hđt 67tr/1T - Gía: 35Tỷ",25m,4.0,7.0,Không,35 tỷ,95 m²,"4,7x20m",08/10/2025,"Đường Hai Bà Trưng, Phường Xuân Hòa, Hồ Chí Minh"
Bán Gấp Nhà 3 Mặt Tiền Nguyễn Văn Lạc - 6*26m- 7Tầng - Gía : 40Tỷ TL(Đơn giá 256tr/1m2),20m,7.0,13.0,Không,40 tỷ,156 m²,6x26m,08/10/2025,"Đường Xô Viết Nghệ Tĩnh, Phường Thạnh Mỹ Tây, Hồ Chí Minh"
Chủ Cần Bán Gấp Mặt Tiền Phan Đình Phùng P2 PN - 7*29m- 2 Tầng - Gía 45 Tỷ về giá 39Tỷ,30m,2.0,3.0,Không,39 tỷ,203 m²,7x29m,08/10/2025,"Đường Phan Đình Phùng, Phường Cầu Kiệu, Hồ Chí Minh"
Giảm 7 tỷ! Tòa Nhà MT ngay Cách Mạng Tháng 8 P11 Q3 - 6x 20m -7Tầng -Gía: 38Tỷ,20m,7.0,15.0,Không,38 tỷ,120 m²,6x20m,08/10/2025,"Đường Cách Mạng Tháng 8, Phường Nhiêu Lộc, Hồ Chí Minh"
Bán Khách Sạn MT Bùi Thị Xuân Q1 - 4*20m - 10Tầng - Hđt 7000$- Gía : 79Tỷ,25m,10.0,22.0,Không,79 tỷ,80 m²,4x20m,08/10/2025,"Đường Bùi Thị Xuân, Phường Bến Thành, Hồ Chí Minh"
Bán Nhà Góc 2 MT Hoàng Sa P Đa Kao Quận 1- Hầm 5 Tầng thang máy - Gía: 36 Tỷ,25m,5.0,12.0,Không,36 tỷ,72 m²,"7,2x10m",08/10/2025,"Đường Hoàng Sa, Phường Tân Định, Hồ Chí Minh"
Tòa Nhà Góc 3MT Hoàng Sa Quận 1 - 18x20m - Hầm 7Tầng - HĐT 360 triệu - Giá 80 tỷ,20m,7.0,12.0,Không,80 tỷ,360 m²,18x20m,08/10/2025,"Đường Hoàng Sa, Phường Tân Định, Hồ Chí Minh"
Biệt Thự 2MT Phan Xích Long - DT: 10x18m - Hầm 4Tầng - Gía: 45 Tỷ,20m,4.0,6.0,Không,45 tỷ,180 m²,10x18m,08/10/2025,"Đường Phan Xích Long, Phường Cầu Kiệu, Hồ Chí Minh"
Bán Nhà Góc 2MT Phan Xích Long - Phùng Văn Cung - 5*15m ( HẾT LG ) - Gía 25 Tỷ,20m,2.0,4.0,Không,25 tỷ,75 m²,5x15m,08/10/2025,"Đường Phan Xích Long, Phường Cầu Kiệu, Hồ Chí Minh"
Mặt Tiền Hai Bà Trưng Q1 - 4*20M- 6 Tầng - Hđt 77tr - Gía: 59Tỷ,20m,6.0,9.0,Không,59 tỷ,80 m²,4x20m,08/10/2025,"Đường Hai Bà Trưng, Phường Tân Định, Hồ Chí Minh"
Tòa Nhà 3 Mặt Tiền Hoàng Sa Quận 1 - Hầm 8 Tầng- Hđt 260tr/1T - Gía: 84 Tỷ,20m,8.0,12.0,Không,84 tỷ,199 m²,15x15m,08/10/2025,"Đường Hoàng Sa, Phường Tân Định, Hồ Chí Minh"
Nhà 3 Mặt Tiền Ngay Nguyễn Văn Trỗi P10 - 5Tầng -Hđt 55tr /1tháng - Gía: 28Tỷ,20m,5.0,7.0,Không,28 tỷ,72 m²,4x18m,08/10/2025,"Đường Nguyễn Văn Trỗi, Phường Phú Nhuận, Hồ Chí Minh"
Biệt Thự Nguyễn Văn Trỗi P15 Phú Nhuận - 8*30m- Hđt 85tr- Gía 50 Tỷ,8m,2.0,5.0,Không,50 tỷ,270 m²,8x30m,08/10/2025,"Đường Nguyễn Văn Trỗi, Phường Cầu Kiệu, Hồ Chí Minh"
HXH 8m - Khuôn Đất Lớn Hiếm - Góc 3 Trần Khắc Chân - Q1. 22x18m -Gía: 80 Tỷ,8m,2.0,8.0,Không,80 tỷ,400 m²,22x18m,08/10/2025,"Đường Trần Khắc Chân, Phường Tân Định, Hồ Chí Minh"
100 Tỷ Giảm còn 90 Tỷ - Khuôn Đất 3 MT ngay Trần Quang Khải Q1 - 22m*18m -3 Tầng,8m,3.0,5.0,Không,90 tỷ,400 m²,22x18m,08/10/2025,"Đường Trần Quang Khải, Phường Tân Định, Hồ Chí Minh"
45 Tỷ giảm còn 40tỷ - Mặt Tiền Mạc Đỉnh Chi P Đakao Q1 - 6Tầng - Hđt 77tr/1 tháng,25m,6.0,8.0,Không,40 tỷ,80 m²,4x20m,08/10/2025,"Đường Mạc Đĩnh Chi, Phường Tân Định, Hồ Chí Minh"
Bán Gấp Tòa Nhà Hầm 7Tầng - Mặt Tiền Nam Kỳ Khởi Nghĩa Q3 (220m2 đất) Gía: 110 Tỷ,25m,7.0,20.0,Không,110 tỷ,220 m²,6x40m,08/10/2025,"Đường Nam Kỳ Khởi Nghĩa, Phường Xuân Hòa, Hồ Chí Minh"
Vị trí đắc địa! Góc 2 Mặt Tiền Nam Kỳ Khởi Nghĩa 19x45m- XD: 2H+ 10 tầng- 260 tỷ TL,30m,4.0,8.0,Không,260 tỷ,855 m²,19x45m,08/10/2025,"Đường Nam Kỳ Khởi Nghĩa, Phường Xuân Hòa, Hồ Chí Minh"
Góc 2 MT Nam Kỳ Khởi Nghĩa Q 3 - 14x25m - Hầm 8 tầng - thu nhập 800 triệu/th - Giá 170 Tỷ,30m,8.0,9.0,Không,170 tỷ,350 m²,14x25m,08/10/2025,"Đường Nam Kỳ Khởi Nghĩa, Phường Xuân Hòa, Hồ Chí Minh"
Bán Nhà Mặt Tiền Đường Nam Kỳ Khởi Nghĩa Q3 - 11*16m - 9Tầng - Hđt 375 tr/1T-Gía 130 Tỷ TL,25m,9.0,11.0,Không,130 tỷ,176 m²,11x16m,08/10/2025,"Đường Nam Kỳ Khởi Nghĩa, Phường Xuân Hòa, Hồ Chí Minh"
Bán Gấp Mặt Tiền Nam Kỳ Khởi Nghĩa P8 Quận 3 - 11*18m- 3 Tầng- HĐT 250TR/1T - Gía: 107 Tỷ,30m,3.0,6.0,Không,107 tỷ,176 m²,11x18m,08/10/2025,"Đường Nam Kỳ Khởi Nghĩa, Phường Xuân Hòa, Hồ Chí Minh"
"MT Nam Kỳ Khởi Nghĩa (2 chiều), Quận 3 - 11x18m - 4 tầng - HĐT 250 triệu/th - Giá 110 tỷ",30m,4.0,8.0,Không,110 tỷ,198 m²,11x18m,08/10/2025,"Đường Nam Kỳ Khởi Nghĩa, Phường Xuân Hòa, Hồ Chí Minh"
Góc 2 Mặt Tiền Trần Quốc Toản P7 Q3 - 11*12m - 4 Tầng - Hđt 65tr/1T - Gía: 35 Tỷ,12m,4.0,6.0,Không,35 tỷ,132 m²,11x12m,08/10/2025,"Đường Trần Quốc Toản, Phường Xuân Hòa, Hồ Chí Minh"
"Biệt thự 2 MT Nguyễn Văn Trỗi Phường 10 Phú Nhuận.- 7*20m - Hầm 4Tầng ST - Gía: 35,8 tỷ TL",12m,5.0,6.0,Không,"35,8 tỷ",140 m²,7x20m,08/10/2025,"Đường Nguyễn Văn Trỗi, Phường Phú Nhuận, Hồ Chí Minh"
"Siêu Vị Trí Tòa Nhà Nam Kỳ Khởi Nghĩa Phường VTS, Quận 3( HĐT 450tr/tháng) Giá Bán 135 Tỷ.",25m,8.0,9.0,Không,135 tỷ,117 m²,10x16m,08/10/2025,"Đường Nam Kỳ Khởi Nghĩa, Phường Xuân Hòa, Hồ Chí Minh"
"Góc 2 Mặt tiền Nguyễn Thị Minh Khai, Phường 2 Quận 3 - 9.5m*27m - Gía: 80 Tỷ",30m,1.0,1.0,Không,80 tỷ,161 m²,"9,5x27m",08/10/2025,"Đường Nguyễn Thị Minh Khai, Phường Bàn Cờ, Hồ Chí Minh"
Bán Nhà Góc 2MT Võ Thị Sáu Q3 -12*25m-2Tầng - Hđt 11000$- Giá 185Tỷ,25m,2.0,5.0,Không,185 tỷ,300 m²,12x25m,08/10/2025,"Đường Võ Thị Sáu, Phường Xuân Hòa, Hồ Chí Minh"
"Bán Gấp Nhà MT Ngay Lê Văn Sỹ - NH 8,6m*19m-3Tầng - Giá 39Tỷ",20m,3.0,5.0,Không,39 tỷ,163 m²,"8,6x19m",08/10/2025,"Đường Lê Văn Sỹ, Phường Tân Sơn Hòa, Hồ Chí Minh"
"BĐS Khan Hiếm MT Khu Phố Nhuật P19 BT - 9,8m*41m- 5Tầng - Giá 100 Tỷ",20m,5.0,25.0,Không,100 tỷ,412 m²,"9,8x41m",08/10/2025,"Đường Xô Viết Nghệ Tĩnh, Phường Thạnh Mỹ Tây, Hồ Chí Minh"
"Bán Gấp MT Cao Thắng P3 Q3 - Đơn Giá Chỉ 403tr/1m2- 8,5*30m - 2 Tầng",25m,2.0,5.0,Không,125 tỷ,310 m²,"8,5x30m",08/10/2025,"Đường Cao Thắng, Phường Bàn Cờ, Hồ Chí Minh"
"Khuôn Đất Đẹp Mặt Tiền Đinh Tiên Hoàng P1 BT - 366m- 11*26m NH 17,2m - Giá 163 Tỷ TL",30m,1.0,5.0,Không,163 tỷ,366 m²,"17,2x26m",08/10/2025,"Đường Đinh Tiên Hoàng, Phường Gia Định, Hồ Chí Minh"
Chủ Bán Gấp Toà Nhà Văn Phòng MT Trần Quốc Thảo Q3 - NH 18*30m Hầm 8 Tầng - Giá 350 Tỷ,25m,8.0,15.0,Không,350 tỷ,543 m²,18x30m,08/10/2025,"Đường Trần Quốc Thảo, Phường Xuân Hòa, Hồ Chí Minh"
Chủ Cần Bán Gấp Khách Sạn Khu D2 - 8*25m Hầm 5Tầng - Hđt 160tr- Giá 58 Tỷ,12m,5.0,23.0,Không,58 tỷ,200 m²,8x25m,08/10/2025,"Đường Nguyễn Gia Trí, Phường Thạnh Mỹ Tây, Hồ Chí Minh"
Bán Nhà 2 MT Đường Chính Trương Định - Phạm Hồng Thái Q1 - Hđt 90tr- 4Tầng - Giá 47Tỷ,25m,4.0,5.0,Không,47 tỷ,61 m²,"4,1x15m",08/10/2025,"Đường Trương Định, Phường Bến Thành, Hồ Chí Minh"
"Khuôn đất ngay Phan Đăng Lưu P3 BT- 13,5*25m- Cấp 4- Hđt 65tr/1T- Đơn giá 150tr/1m2",8m,1.0,4.0,Không,45 tỷ,300 m²,"13,5x25m",08/10/2025,"Đường Phan Đăng Lưu, Phường Gia Định, Hồ Chí Minh"
Toà Nhà CHDV Cao Cấp ngay Phố Nhật Q1 -6*28m -8Tầng - Hđt 200tr - Giá 105Tỷ TL,20m,8.0,20.0,Không,105 tỷ,168 m²,6x28m,08/10/2025,"Đường Lê Thánh Tôn, Phường Sài Gòn, Hồ Chí Minh"
Biệt Thự Cần Bán Ngay Hoàng Việt - Út Tịch P4 Tân Bình - 35m*20m -4Tầng - Gía : 140Tỷ TL,12m,4.0,7.0,Không,140 tỷ,600 m²,35x20m,08/10/2025,"Đường Hoàng Văn Thụ, Phường Tân Sơn Nhất, Hồ Chí Minh"
